name,raw_title,summary,link
Chris Rock,CHRIS ROCK: NEVER SCARED (2004) – Full Transcript,"The number one reason people hate America, the number one reason is because of our religion. Americans worship money, we worship money. Separate God from school, separate God from work, separate God from government but on your money it says in God we trust.",https://scrapsfromtheloft.com/2018/01/19/chris-rock-never-scared-2004-full-transcript/
Stewart Lee,STEWART LEE: STAND-UP COMEDIAN (2005) – Full Transcript,"English stand-up comedian Stewart Lee stands in front of a room full of inebriated Glaswegians and tells them that William Wallace may have been ""a gay"" and ""a Scottish paedophile - the worst kind of paedophile there is"" as well as suggesting that Gaelic is the language of gays.",https://scrapsfromtheloft.com/2018/01/17/stewart-lee-standup-comedian-full-transcript/
Jimmy Carr,JIMMY CARR: FUNNY BUSINESS (2016) – Full Transcript,"Jimmy Carr is a notorious divider of audiences. With his jokes he severely pushes the limits of ethics and morality, and makes jokes of subjects that most other comedians (even in today's society) wouldn't even touch with an iron rod.",https://scrapsfromtheloft.com/2018/01/17/jimmy-carr-funny-business-transcript/
Eddie Izzard,EDDIE IZZARD: DRESS TO KILL (1999) – Full Transcript,"Executive transvestite Eddie Izzard takes his show to San Francisco to give a brief history of pagan and Christian religions, the building of Stonehenge, the birth of the Church of England and of Western empires, and the need for a European dream.",https://scrapsfromtheloft.com/2018/01/15/eddie-izzard-dress-kill-1999-full-transcript/
Chris Tucker,CHRIS TUCKER: LIVE (2015) – Full Transcript,"In this Netflix special, Chris Tucker returns to the stage he loves and showcases his mind-blowing comedic chops as he shares his experiences from childhood to the big time.",https://scrapsfromtheloft.com/2018/01/14/chris-tucker-live-2015-full-transcript/
Kevin Hart,KEVIN HART: WHAT NOW (2016) – Full Transcript,"Kevin Hart performs at Lincoln Financial Field in Philadelphia, providing a humorous insight into parenting, people on the edge, and hardships in everyday life.",https://scrapsfromtheloft.com/2018/01/14/kevin-hart-what-now-2016-full-transcript/
Kevin Hart,KEVIN HART: LET ME EXPLAIN (2013) – Full Transcript,"Filmed at a sold-out performance at Madison Square Garden, comedian Kevin Hart delivers material from his 2012 ""Let Me Explain"" concert tour.",https://scrapsfromtheloft.com/2018/01/14/kevin-hart-let-me-explain-2013-full-transcript/
Tom Segura,TOM SEGURA: DISGRACEFUL (2018) – Full transcript,"Tom Segura gives voice to the sordid thoughts you'd never say out loud, with blunt musings on porn, parking lot power struggles, parenthood and more.",https://scrapsfromtheloft.com/2018/01/13/tom-segura-disgraceful-2018-full-transcript/
Bill Hicks,"BILL HICKS: LIVE AT LAFF STOP, AUSTIN, TX, AND COBBS, SAN FRANCISCO, CA (1993) – Full Transcript","Well, folks, this is kind of a sentimental evening for me because . . . this is my final live performance I’ll ever do, ever. No biggie, no, no, no, no, no hard feelings, no sour grapes whatsoever. I’ve been doing this sixteen years, enjoyed every second of it",https://scrapsfromtheloft.com/2018/01/12/bill-hicks-live-at-laff-stop-austin-tx-and-cobbs-san-francisco-ca-1993/
Michelle Wolf,MICHELLE WOLF: NICE LADY (2017) – Full Transcript,"Comedian Michelle Wolf (The Daily Show with Trevor Noah) stars in her first HBO special — an hour of stand-up featuring her observations on feminism, dating, and other social issues. Nice Lady is directed by stand-up comedian and writer Neal Brennan",https://scrapsfromtheloft.com/2018/01/12/michelle-wolf-nice-lady-2017-full-transcript/
Fahim Anwar,FAHIM ANWAR: THERE’S NO BUSINESS LIKE SHOW BUSINESS (2017) – Transcript,"Pigeons, NBA Jam, a Disney Channel audition gone wrong. Fahim Anwar displays some of the smartest stupid material with moments of poignancy in his first one hour special.",https://scrapsfromtheloft.com/2018/01/10/fahim-anwar-theres-no-business-like-show-business-2017-full-transcript/
Ellen Degeneres,ELLEN DEGENERES: THE BEGINNING (2000) – Full Transcript,"talks about everything from the world of insects to mundane shampoo bottle directions to being caught by the highway patrol wearing nothing but a leather harness, captain's hat & paddle on the road. She opens her stand-up comedy special doing an interpretive dance expressing her experience coming out, ",https://scrapsfromtheloft.com/2018/01/10/ellen-degeneres-the-beginning-2000-full-transcript/
Maz Jobrani,MAZ JOBRANI: IMMIGRANT (2017) – Full Transcript,"Iranian American comic Maz Jobrani lights up the Kennedy Center with riffs on immigrant life in the Trump era, modern parenting pitfalls and more.",https://scrapsfromtheloft.com/2018/01/09/maz-jobrani-immigrant-2017-full-transcript/
Todd Barry,TODD BARRY: SPICY HONEY (2017) – Full Transcript,"With his calm demeanor, somber tone, and shiny head, Todd delivers non offensive jokes, with the dry humor subject matter that will always leave you wondering if its a joke, or some twisted version of the truth.",https://scrapsfromtheloft.com/2018/01/08/todd-barry-spicy-honey-2017-full-transcript/
Jerry Seinfeld,JERRY SEINFELD: I’M TELLING YOU FOR THE LAST TIME (1998) – Full Transcript,"Jerry Seinfeld is more or less the perfect mainstream comic. He doesn't swear; he does not express political opinions; he does not do adult material; he is rarely topical, so his shows don't date. What he does is observational comedy – at its most orthodox, and at the very highest level.",https://scrapsfromtheloft.com/2018/01/07/jerry-seinfeld-im-telling-you-for-the-last-time-full-transcript/
Craig Ferguson,CRAIG FERGUSON: DOES THIS NEED TO BE SAID? (2011) – Full Transcript,"In ""Craig Ferguson: Does This Need to be Said?,"" filmed at Nashville's Polk Theatre, Ferguson tackles everything from profanity and celebrity to politics and culture. 

",https://scrapsfromtheloft.com/2018/01/07/craig-ferguson-does-this-need-to-be-said-2011-full-transcript/
Craig Ferguson,CRAIG FERGUSON: TICKLE FIGHT (2017) – Full Transcript,"Craig Ferguson tackles topics including the challenges of growing a beard, his love of hating magicians, coming of age in the 70's, social media angst, and sharing what he believes to be the oldest joke in the world.",https://scrapsfromtheloft.com/2018/01/07/craig-ferguson-tickle-fight-2017-full-transcript/
Dylan Moran,"DYLAN MORAN: LIKE, TOTALLY… (2006) – Full Transcript","Acerbic, eternally world-weary comic in stand up routine. Dylan Moran holds forth on matters important to him such as smoking (pro rather than anti), drink, drugs, music, women and children.",https://scrapsfromtheloft.com/2018/01/05/dylan-moran-like-totally-2006-full-transcript/
Dave Chappelle,DAVE CHAPPELLE: EQUANIMITY (2017) – Transcripción completa,Original English transcript here [“Killing Me Softly with His Song”] ♪ I heard he sang a good song ♪ ♪ I heard he had a style ♪ ♪ And so I came to see him To listen for a while ♪ ♪ And there he was This young boy ♪ [...],https://scrapsfromtheloft.com/2018/01/05/dave-chappelle-equanimity-2017-transcripcion-completa/
Dave Chappelle,DAVE CHAPPELLE: THE BIRD REVELATION (2017) – Transcripción completa,"Original English transcript here [Dave Chappelle] A veces, decir algo gracioso es cruel. ¿Me entienden? Es difícil estar en esa situación. Yo digo muchas cosas crueles, pero deben recordar que mi intención no es ser cruel. Solo lo digo porque es gracioso. Y todo es gracioso hasta que nos sucede [...]",https://scrapsfromtheloft.com/2018/01/05/dave-chappelle-bird-revelation-2017-transcripcion-completa/
Dave Chappelle,DAVE CHAPPELLE: HBO HALF HOUR (1998) – Traduzione italiana,"Trascrizione integrale del primo ""HBO Comedy Half Hour Special"" di Dave Chappelle. Andato in onda il 9 gennaio 1998",https://scrapsfromtheloft.com/2018/01/05/dave-chappelle-hbo-half-hour-1998-traduzione-italiana/
Trevor Noah,TREVOR NOAH: LIVE AT THE APOLLO (2013) – Transcript,"Trevor Noah on growing up mixed race in South Africa (from BBC's Live at the Apollo, 2013)",https://scrapsfromtheloft.com/2018/01/04/trevor-noah-live-at-the-apollo-2013-transcript/
Dave Chappelle,DAVE CHAPPELLE: THE BIRD REVELATION (2017) – Full Transcript,"In “The Bird Revelation,” Dave Chappelle addresses accusations against Kevin Spacey, Louis C.K. and Harvey Weinstein with the conspiratorial tone of someone who wants to tell you what everyone (including Chappelle himself) is afraid to say.",https://scrapsfromtheloft.com/2018/01/03/dave-chappelle-the-bird-revelation-2017-full-transcript/
Dave Chappelle,DAVE CHAPPELLE: EQUANIMITY (2017) – Full Transcript,"In ""Dave Chappelle: Equanimity,"" the comedian revels in taking on culture and class, politics and the specter of getting old.",https://scrapsfromtheloft.com/2018/01/03/dave-chappelle-equanimity-2017-full-transcript/
Craig Ferguson,CRAIG FERGUSON: I’M HERE TO HELP (2013) – Full Transcript,"Craig Ferguson unleashes his trademark stream-of-consciousness comedy before a sold-out crowd, riffing on fatherhood, Helen of Troy and shark penises. His show’s not safe for kids – or the easily offended.",https://scrapsfromtheloft.com/2018/01/02/craig-ferguson-im-here-to-help-2013-full-transcript/
Russell Howard,RUSSELL HOWARD: RECALIBRATE (2017) – Full Transcript,"Comedian Russell Howard brings his manic energy to a new stand-up special that tackles politics, childhood and why he's a jerk.",https://scrapsfromtheloft.com/2018/01/02/russell-howard-recalibrate-2017-full-transcript/
Whitney Cummings,WHITNEY CUMMINGS: I LOVE YOU (2014) – Full Transcript,"In her second Comedy Central special, taped at the Barclay Theatre in Irvine, CA, Whitney dissects her recent breakup, her TV show, and the troubling voices in her head.",https://scrapsfromtheloft.com/2017/12/25/whitney-cummings-i-love-2014-full-transcript/
Whitney Cummings,WHITNEY CUMMINGS: I’M YOUR GIRLFRIEND (2016) – Full Transcript,"Whitney Cummings becomes every guy's girlfriend and riffs on men, women, guys, girls, male/female roles, the male body, the female body, vaginas, dicks, birth control, squirting and selfies.",https://scrapsfromtheloft.com/2017/12/25/whitney-cummings-im-your-girlfriend-2016-full-transcript/
Sarah Millican,SARAH MILLICAN: CHATTERBOX LIVE (2011) – Full Transcript,Chatterbox Live invites you to enter the wonderful world of Sarah Millican--where living alone drives your parents to put you on suicide watch; where a cup of tea in the bath is the epitome of luxury and where free family planning clinic condoms make perfect stocking fillers.,https://scrapsfromtheloft.com/2017/12/24/sarah-millican-chatterbox-live-2011-full-transcript/
Anjelah Johnson,ANJELAH JOHNSON: NOT FANCY (2015) – Full Transcript,"Angelah Johnson waxes about religion, married life, travel, and food among other topics in this stand up special taped live in California.",https://scrapsfromtheloft.com/2017/12/20/anjelah-johnson-not-fancy-2015-full-transcript/
Ricky Gervais,RICKY GERVAIS LIVE 2: POLITICS (2004) – Full Transcript,"Starting out at the Houses of Parliament, Ricky Gervais shows how politics are all around us  even demonstrating on a passing disabled man. This trend continues once he is onstage and he covers all sorts of topics with a vague connection to politics and daily life. ",https://scrapsfromtheloft.com/2017/12/16/ricky-gervais-live-2-politics-2004-full-transcript/
Russell Howard,RUSSELL HOWARD LIVE: DINGLEDODIES (2009) – Full Transcript,"Recorded at Brighton Dome as part of his twice extended sell-out Dingledodies tour, the show sees the star of Mock the Week and Russell Howard's Good News share his observations on life.",https://scrapsfromtheloft.com/2017/12/16/russell-howard-live-dingledodies-2009-full-transcript/
Christina Pazsitzky,CHRISTINA PAZSITZKY: MOTHER INFERIOR (2017) – Full Transcript,"Christina Pazsitzky hits Seattle with a biting dose of reality, telling truths about her childhood, getting older and the horrors of giving birth",https://scrapsfromtheloft.com/2017/12/10/9980/
Jack Whitehall,JACK WHITEHALL: AT LARGE (2017) – Full Transcript,"Comedian Jack Whitehall takes the stage to tell stories about drinking, drugs, a Google Maps van and his ongoing rivalry with Robert Pattinson.",https://scrapsfromtheloft.com/2017/12/09/jack-whitehall-at-large-2017-full-transcript/
Cristela Alonzo,CRISTELA ALONZO: LOWER CLASSY (2017) – Full Transcript,The overall tone of Lower Classy is one of gentle self-mockery but peppered with some subtle political commentary. ,https://scrapsfromtheloft.com/2017/12/09/cristela-alonzo-lower-classy-2017-full-transcript/
Judah Friedlander,JUDAH FRIEDLANDER: AMERICA IS THE GREATEST COUNTRY IN THE UNITED STATES (2017) – Full Transcript,"Judah Friedlander’s comedy special mostly pokes fun at American Exceptionalism, U.S. domestic & foreign policy. According to the comedian’s website, “it’s a comedy about racism, sexism, imperialism, climate change, health care, LGBTQ rights, fascism, drones and mass incarceration.”",https://scrapsfromtheloft.com/2017/12/08/judah-friedlander-america-is-the-greatest-country-in-the-united-states-2017-full-transcript/
Aziz Ansari,AZIZ ANSARI: LIVE IN MADISON SQUARE GARDEN (2015) – Full Transcript,"Stand-up comedian and TV star Aziz Ansari delivers his sharp witted take on immigrants, relationships and the food industry.",https://scrapsfromtheloft.com/2017/12/07/aziz-ansari-live-in-madison-square-garden-2015-full-transcript/
Aziz Ansari,AZIZ ANSARI: BURIED ALIVE (2013) – Full Transcript,"Aziz Ansari focuses his unique viewpoint on pending adulthood, babies, marriage and love in the modern era.",https://scrapsfromtheloft.com/2017/12/07/aziz-ansari-buried-alive-2013-full-transcript/
Paul Mooney,PAUL MOONEY: A PIECE OF MY MIND – GODBLESS AMERICA (2014) – Full Transcript,"This special captures the respected and controversial stand-up comic, Paul Mooney, performing a politically tinged act that deals with hot-button topics such as race relations. His venomous, no-holds-barred style is on full display. Defiant, socially relevant, and always hilarious, it's a legendary Mooney performance.",https://scrapsfromtheloft.com/2017/12/01/paul-mooney-piece-mind-godbless-america-2014-full-transcript/
Patton Oswalt,PATTON OSWALT: ANNIHILATION (2017) – Full Transcript,"By turns scathing and candid, Patton Oswalt reflects on the glut of comic material in the Trump era and the dark days following a personal tragedy.",https://scrapsfromtheloft.com/2017/11/26/patton-oswalt-annihilation-2017-full-transcript/
Chris Rock,"CHRIS ROCK: KILL THE MESSENGER – LONDON, NEW YORK, JOHANNESBURG (2008) – Full Transcript","Chris Rock: Kill the Messenger is Chris Rock's fifth HBO comedy special. It was edited together from three performances: one at the HMV Hammersmith Apollo in London, one at the Apollo Theater in New York City, and one at the Carnival City Casino in Johannesburg.",https://scrapsfromtheloft.com/2017/11/25/chris-rock-kill-the-messenger-london-new-york-johannesburg-2008-movie-script/
Bill Maher,BILL MAHER: LIVE FROM D.C. (2014) – Full Transcript,"In this special with Bill Maher, the political commentator and satirist discusses midterm elections, income inequality, the Republican psyche, a Trump lawsuit, why the Pope is an atheist and why tattoos are stupid.",https://scrapsfromtheloft.com/2017/11/23/bill-maher-live-from-d-c-2014-full-transcript/
Sarah Silverman,SARAH SILVERMAN: JESUS IS MAGIC (2005) – Full Transcript,"Sarah Silverman is subtle, provocative, and disturbing. Her guileless, deadpan parody of profane ideas is like a naive child faithfully repeating something horrifying that she overheard her parents whisper.",https://scrapsfromtheloft.com/2017/11/10/sarah-silverman-jesus-is-magic-2005-full-transcript/
Sarah Silverman,SARAH SILVERMAN: WE ARE MIRACLES (2013) – Full Transcript,"Sharp-witted Sarah Silverman performs in front of an intimate audience of just 39 fans at L.A.’s Largo nightclub, taking aim at such subjects as cell-phone porn, crazy religions, specialty deodorants, terrible roommates, eyebrow waxing, her 19-year-old dog, and the miracle of existence.",https://scrapsfromtheloft.com/2017/11/10/sarah-silverman-we-are-miracles-2013-full-transcript/
Pablo Francisco,PABLO FRANCISCO: OUCH! LIVE FROM SAN JOSE (2006) – Full Transcript,"""Are you ready?"" ""Brokeba...homies"". That's good. It's about a six on that one. ""Are you ready?"" Pablo! Pablo! ""All right, here we go."" No, that's a three at most. ""Alright. Hey."" ""Hi, I'm William Hung. Hello."" That's about a seven. Pablo! Pablo! ""Are you ready? Are you? Are you ready?"" [...]",https://scrapsfromtheloft.com/2017/11/09/pablo-francisco-ouch-live-san-jose-2006-full-transcript/
Bill Maher,BILL MAHER… BUT I’M NOT WRONG (2010) – Full Transcript,"In his ninth HBO stand-up comedy special, Maher covers various political and social topics such as Barack Obama, the Tea Party movement, the economy, drugs, terrorism, war and religion.",https://scrapsfromtheloft.com/2017/11/08/bill-maher-but-im-not-wrong-2010-full-transcript/
Russell Brand,RUSSELL BRAND: MESSIAH COMPLEX (2013) – Full Transcript,"Russell Brand takes on Icons, corporations, commercial exploitation, cult of personality, celebrity worship, sex, drugs and his own hypocrisy in a hilarious and scathing performance filmed live at London's Historic Hammersmith Apollo.",https://scrapsfromtheloft.com/2017/11/07/russell-brand-messiah-complex-2013-full-transcript/
Chris Rock,CHRIS ROCK: BIGGER & BLACKER (1999) – Full Transcript,Chris Rock brings his critically acclaimed brand of social commentary-themed humor to this 1999 standup comedy presentation from HBO.,https://scrapsfromtheloft.com/2017/11/07/chris-rock-bigger-blacker-1999-full-transcript/
Gabriel Iglesias,GABRIEL IGLESIAS: HOT AND FLUFFY (2007) – Full Transcript,"Gabriel Iglesias blends storytelling, sound effects and characters to bring his personal issues to life, riffing about his oversized belly and more.",https://scrapsfromtheloft.com/2017/11/07/gabriel-iglesias-hot-and-fluffy-2007-full-transcript/
Gabriel Iglesias,GABRIEL IGLESIAS: I’M NOT FAT … I’M FLUFFY (2009) – Full Transcript,"Good-natured comedian Gabriel Iglesias riffs on race, his family, his fans and his own fatness in this stand-up special filmed live in El Paso, Texas.",https://scrapsfromtheloft.com/2017/11/07/gabriel-iglesias-im-not-fat-im-fluffy-2009-full-transcript/
Gabriel Iglesias,GABRIEL IGLESIAS: I’M SORRY FOR WHAT I SAID WHEN I WAS HUNGRY (2016) – Full Transcript,"Hawaiian-shirt enthusiast Gabriel ""Fluffy"" Iglesias finds the laughs in racist gift baskets, Prius-driving cops and all-female taco trucks.",https://scrapsfromtheloft.com/2017/11/06/gabriel-iglesias-im-sorry-for-what-i-said-when-i-was-hungry-2016-full-transcript/
George Carlin,GEORGE CARLIN ON ABORTION AND “PRO-LIFERS”,"George Carlin on the 1996 HBO special “Back in Town”, blasting “pro-lifers”, conservatives and generally “anti-women” entities such as the Catholic Church.",https://scrapsfromtheloft.com/2017/10/25/george-carlin-pro-life-abortion-and-the-sanctity-of-life/
Richard Pryor,RICHARD PRYOR’S MONOLOGUE AT THE SATURDAY NIGHT LIVE [ 13/12/1975],Richard Pryor performs a stand-up routine about being drunk in a bar.,https://scrapsfromtheloft.com/2017/10/25/richard-pryors-monologue-saturday-night-live-1975/
Hasan Minhaj,HASAN MINHAJ: HOMECOMING KING (2017) – Full Transcript,"Comic Hasan Minhaj of ""The Daily Show"" shares personal stories about racism, immigrant parents, prom night horrors and more in this stand-up special.",https://scrapsfromtheloft.com/2017/10/21/hasan-minhaj-homecoming-king-2017-full-transcript/
Frankie Boyle,FRANKIE BOYLE LIVE 2: IF I COULD REACH OUT THROUGH YOUR TV AND STRANGLE YOU I WOULD (2010) – Transcript,"Scotland's sharp-tongued comedian wears his political incorrectness as a badge of honor, skewering modern society in this 2010 stand-up gig.",https://scrapsfromtheloft.com/2017/10/18/frankie-boyle-live-2-if-i-could-reach-out-through-your-tv-and-strangle-you-i-would-2010-transcript/
Frankie Boyle,FRANKIE BOYLE: HURT LIKE YOU’VE NEVER BEEN LOVED (2015) – Full Transcript,"The notoriously controversial comedian Frankie Boyle delivers devastating social commentary by way of one-liners about the economy, corruption and more.",https://scrapsfromtheloft.com/2017/10/15/frankie-boyle-hurt-like-you-ve-never-been-loved-transcript/
Frankie Boyle,FRANKIE BOYLE LIVE – THE LAST DAYS OF SODOM (2012) – Full Transcript,"Hilariously distasteful, highly offensive, brutally honest, stand-up opinionator Frankie Boyle entertains a live crowd with savage attacks on Britain and the world.",https://scrapsfromtheloft.com/2017/10/15/frankie-boyle-live-the-last-days-of-sodom-2012-full-transcript/
Rory Scovel,RORY SCOVEL TRIES STAND-UP FOR THE FIRST TIME (2017) – Full Transcript,"Comedian Rory Scovel storms the stage in Atlanta, where he shares unfocused thoughts about things that mystify him, relationships and the ""Thong Song.""",https://scrapsfromtheloft.com/2017/10/15/rory-scovel-tries-stand-up-for-the-first-time-a-netflix-special/
Lisa Lampanelli,LISA LAMPANELLI: BACK TO THE DRAWING BOARD (2015) – Full Transcript,"In Lisa Lampanelli's fifth stand-up special, the world's edgiest insult comic has a radically different look after her 100-pound weight loss and funky haircut. She's newly divorced and has re-started her entire life. ",https://scrapsfromtheloft.com/2017/10/10/lisa-lampanelli-back-to-the-drawing-board-2015-full-transcript/
Dave Attell,COMEDY CENTRAL PRESENTS: DAVE ATTELL (1999) – Full Transcript,"Dave Attell (S02E07) is the seventh episode of season two of ""Comedy Central Presents"" released on Saturday July 10, 1999.",https://scrapsfromtheloft.com/2017/10/10/comedy-central-presents-dave-attell-1999-full-transcript/
Erik Griffin,ERIK GRIFFIN: THE UGLY TRUTH (2017) – Full Transcript,"Erik Griffin’s performance at The Laugh Factory in Long Beach, Calif., finds him facing his titular ugly truth about both his outsides and his insides.",https://scrapsfromtheloft.com/2017/10/08/erik-griffin-the-ugly-truth-2017-full-transcript/
Chris Rock,CHRIS ROCK AT THE SATURDAY NIGHT LIVE (1996) – Transcript,"Transcript of Chris Rock's monologue at the Saturday Night Live, 1996",https://scrapsfromtheloft.com/2017/10/08/chris-rocks-monologue-saturday-night-live-1996/
Jen Kirkman,JEN KIRKMAN: JUST KEEP LIVIN’? (2017) – Full Transcript,"Jen Kirkman jokes about women's bodies, meditation, and a ghostly tour guide in her stand-up routine.",https://scrapsfromtheloft.com/2017/10/07/jen-kirkman-just-keep-livin-2017-full-transcript/
Daniel Tosh,COMEDY CENTRAL PRESENTS: DANIEL TOSH (2003) – Full Transcript,Daniel Tosh reveals his child-like dreams and twisted fascination with cannibalism. ,https://scrapsfromtheloft.com/2017/10/04/comedy-central-presents-daniel-tosh-2003-full-transcript/
George Carlin,GEORGE CARLIN: RELIGION IS BULLSHIT,"When it comes to bullshit, big-time, major league bullshit, you have to stand in awe of the all-time champion of false promises and exaggerated claims, religion.",https://scrapsfromtheloft.com/2017/10/03/george-carlin-religion-is-bullshit/
George Carlin,Saturday Night News with George Carlin [11/10/1984] – Full Transcript,".....George Carlin .....Pamela Stephenson .....Gary Kroeger Lew Goldman.....Billy Crystal Announcer: And now, ""Saturday Night News"", with guest anchorperson George Carlin. George Carlin: Thank you, Don Pardo. Our top story tonight: The crew of the NASA space shuttle Discovery spent their fourth day in orbit posing for television pictures and waving [...]",https://scrapsfromtheloft.com/2017/10/03/saturday-night-news-with-george-carlin-11-10-1984-transcript/
Jim Jefferies,JIM JEFFERIES E IL CONTROLLO DELLE ARMI IN AMERICA,Il comico australiano Jim Jefferies ridicolizza l'ossessione americana per le armi nel suo speciale BARE Netflix (2014),https://scrapsfromtheloft.com/2017/10/02/jim-jefferies-e-il-controllo-della-armi-in-america/
Daniel Tosh,DANIEL TOSH: COMPLETELY SERIOUS (2007) – Full Transcript,"Full transcript of comedy special ""Completely Serious"", by stand-up performer Daniel Tosh",https://scrapsfromtheloft.com/2017/09/30/daniel-tosh-completely-serious-2007-full-transcript/
Al Madrigal,AL MADRIGAL: WHY IS THE RABBIT CRYING? (2013) – Full Transcript,"In his first Comedy Central one-hour special, Al Madrigal tells true tales of Coach Frankie the Cholo soccer dad, ""Liam Neeson"" the mushroom-addled cleaning lady, and Jesus the day laborer mas fuerte!",https://scrapsfromtheloft.com/2017/09/30/al-madrigal-why-is-the-rabbit-crying-2013-full-transcript/
Neal Brennan,NEAL BRENNAN: 3 MICS (2017)- Full Transcript,"Wicked one-liners and soul-baring confessions converge in this uniquely intimate stand-up special from ""Chappelle's Show"" co-creator Neal Brennan.",https://scrapsfromtheloft.com/2017/09/28/neal-brennan-3-mics-2017-full-transcript/
Norm Macdonald,NORM MACDONALD: ONE NIGHT STAND (1991) – Full Transcript,"Star of the hit comedy series ""Saturday Night Live"", Norm MacDonald appears on HBO's stand-up series ""One Night Stand"". The show was taped at The Vic Theatre in Chicago.",https://scrapsfromtheloft.com/2017/09/27/norm-macdonald-one-night-stand-1991/
John Mulaney,JOHN MULANEY: NEW IN TOWN (2012) – Full Transcript,"Stand-up comedian John Mulaney tackles such red-hot topics as quicksand, Motown singers and an elderly man he once met in a bathroom.",https://scrapsfromtheloft.com/2017/09/25/john-mulaney-new-in-town-2012-full-transcript/
Donald Glover,DONALD GLOVER: WEIRDO (2012) – Full Transcript,"Yeah. Yeah. Yeah. Yeah, gonna talk about a lot of stuff. My parents are gonna see it. They're the ones in the other car. My mom hasn't. Yeah. I want her to see what I do, you know? Yeah... but you know, if you gotta do that... You know, you [...]",https://scrapsfromtheloft.com/2017/09/20/donald-glover-weirdo-2012-full-transcript/
Ali Wong,ALI WONG: BABY COBRA (2016) – Full Transcript,"Ali Wong's stand up special delves into her sexual adventures, hoarding, the rocky road to pregnancy, and why feminism is terrible.",https://scrapsfromtheloft.com/2017/09/19/ali-wong-baby-cobra-2016-full-transcript/
Norm Macdonald,"NORM MACDONALD: HITLER’S DOG, GOSSIP & TRICKERY (2017) – Full Transcript","In this new stand-up special, Norm Macdonald delivers sly, deadpan observations from an older — and perhaps even wiser — point of view.",https://scrapsfromtheloft.com/2017/09/18/norm-macdonald-hitlers-dog-gossip-trickery-2017-full-transcript/
Daniel Tosh,DANIEL TOSH: PEOPLE PLEASER (2016) – Full Transcript,"Transcript of the Stand-up Special that Daniel Tosh did for Comedy Central, which he performed in July 2015 at The Wilshire Ebell Theater, in Los Angeles",https://scrapsfromtheloft.com/2017/09/17/daniel-tosh-people-pleaser-2016-full-transcript/
Marc Maron,MARC MARON: MORE LATER (2015) – Full Transcript,"More Later captures Maron as he dishes out compelling, raw and wildly honest stand-up. In this brand new special, Maron tackles religion, relationships, rage, Skype sex and ice cream among other topics. ",https://scrapsfromtheloft.com/2017/09/17/marc-maron-more-later-2015-full-transcript/
Dylan Moran,DYLAN MORAN: OFF THE HOOK (2015) – Full Transcript,"Moran shows off his highly quotable brand of crackpot lyricism in routines about midlife travails, hipster scorn and feeling like a ‘jelly baby with money’ ",https://scrapsfromtheloft.com/2017/09/13/dylan-moran-off-the-hook-2015-full-transcript/
Richard Pryor,RICHARD PRYOR: LIVE AND SMOKIN’ (1971) – Full Transcript,Richard Pryor delivering his one-of-a-kind routine. One of his earliest live performances in 1971 at the Improvisation in New York.,https://scrapsfromtheloft.com/2017/09/10/richard-pryor-live-and-smokin-1971-full-transcript/
Richard Pryor,RICHARD PRYOR: …HERE AND NOW (1983) – Full Transcript,"Three years after a drug-related accident that nearly killed him, a clean and sober Richard Pryor weighs in on heroin, Ronald Reagan and more.",https://scrapsfromtheloft.com/2017/09/10/richard-pryor-here-and-now-1983/
Bill Burr,BILL BURR: WHY DO I DO THIS (2008) – Testo italiano completo,"Va bene, grazie, grazie mille. Va bene, Gesù. Va bene, va bene. Sedetevi, sedetevi. Avremo di che parlare... Va bene, grazie, grazie. Grazie mille. Grazie. Va bene, va bene, grazie, grazie... Gesù Cristo! Distribuisci un po' di biglietti omaggio e si presentano tutti. ""Questo tizio spacca! Biglietti omaggio! Mi piace!"" [...]",https://scrapsfromtheloft.com/2017/09/08/bill-burr-i-2008-testo-italiano-completo/
Amy Schumer,AMY SCHUMER: MOSTLY SEX STUFF (2012) – Full Transcript,"In her raunchy and matter-of-fact style, Amy Schumer leaves all inhibitions at the door. No topic is off limits, from encounters with unexpected body parts to hate-filled personal grooming appointments. Forget boundaries. When Amy discusses her sex life, there are none.",https://scrapsfromtheloft.com/2017/09/08/amy-schumer-mostly-sex-stuff-2012-full-transcript/
Jim Jefferies,Jim Jefferies: Alcoholocaust (2010) – Transcript,"*Alcoholocaust: (Meaning: The aftermath of a drinking party, usually resulting in every available horizontal surface being covered in empty booze containers, spilled beverages, and a general sticky alcoholic residue.)",https://scrapsfromtheloft.com/2017/09/07/jim-jefferies-alcoholocaust-2010-full-transcript/
Amy Schumer,AMY SCHUMER: LIVE AT THE APOLLO (2015) – Full Transcript,"Emmy®-winner Amy Schumer gets personal in her first HBO stand-up special, directed by Chris Rock and taped at New York's iconic Apollo Theater",https://scrapsfromtheloft.com/2017/09/05/amy-schumer-live-apollo-2015-full-transcript/
Kevin Hart,KEVIN HART: SERIOUSLY FUNNY (2010) – Full Transcript,"Full transcript of ""Seriously Funny"", Kevin Hart's second solo stand-up performance. Recorded live at the Allen Theater, Cleveland, Ohio",https://scrapsfromtheloft.com/2017/09/02/kevin-hart-seriously-funny-2010-full-transcript/
